glon,glat,RA,Dec,Name
147.89807295886055,58.07794665223408,170.28422202803398,54.45365346789473,field_0
318.8911883758125,59.3662681923027,200.92098451769,-2.502631094429668,field_1
239.4334378081148,-71.52851251938837,32.84413793060199,-33.939453788392704,field_2
226.045702509992,-30.479546985953743,79.5137317942827,-23.910584206450565,field_3
137.48542247318233,46.44981352919192,165.93834401368136,67.5182292532177,field_4
307.5283070227732,50.04829938407303,195.88337855553848,-12.71547043436112,field_5
318.3349763265788,51.06329587849021,202.63808365713484,-10.63491281303099,field_6
164.3585025620962,-65.29610003906208,29.065708378448093,-7.779499242728992,field_7
95.01236643304536,-31.123873434119385,346.387814686209,25.944768511905696,field_8
269.4274895433171,35.6944083560326,164.42900310865585,-19.672828704330414,field_9
145.0294558407262,-54.77616397230346,25.45903278084401,5.918798546196482,field_10
320.5873809491962,-79.31538979679522,8.808544113644464,-37.25131149562517,field_11
225.79852156894663,30.329228791123867,135.40717374827975,3.3937149015390866,field_12
297.3414760690103,-73.00745736755268,15.128556104521545,-44.022138722747016,field_13
100.5018421087461,40.574663419543874,241.10183884360467,67.13836529617585,field_14
20.5477605392634,44.02520962941473,238.4141500686117,10.349613205641012,field_15
204.9484915956916,51.222171304395296,149.3842039878157,25.651211808849897,field_16
333.2581302357254,57.55153726486095,208.58404498873773,-1.56900695922991,field_17
140.75848426958743,75.29801153512634,186.9504464366444,41.00168212051244,field_18
150.75362545224272,41.87632966753731,143.07328365940788,62.930121473436095,field_19
253.4340742591935,84.16124993462176,188.02987448947263,23.25450408185956,field_20
186.5122843261409,-49.60239743697787,48.507157585208766,-5.199452412906738,field_21
153.6640255348188,53.32426648564154,160.3908621512408,55.34970716536038,field_22
39.78956400183791,36.85258953178008,251.18325011359963,21.00890691166781,field_23
196.4519157791597,48.369463057860784,145.1411545430782,30.56703282085248,field_24
245.802558082654,59.24657364022322,167.13425019361833,8.329390111236707,field_25
147.87792140812675,42.03445452655546,145.53620009835234,64.77991177456624,field_26
229.63059147427472,-44.29108411666616,65.27513207915663,-30.09700461340388,field_27
234.5790177966973,59.03613748243856,163.48864087987516,12.83179388983215,field_28
96.78346688870616,-60.26227306903917,0.2326706793499007,0.0198786381967957,field_29
295.1141648606767,-44.76641370754034,30.374477668631705,-71.2832003318486,field_30
156.78657663927672,33.251567383802225,123.04994754923727,60.239278434551466,field_31
67.89125656931904,-49.65945452535512,340.8131233403672,-0.9995414119370032,field_32
242.8513256921043,82.68260084599328,185.95559313371865,23.311590414262795,field_33
175.49276526397975,-47.21213047715607,45.51892426889078,1.88459985643674,field_34
350.6130065466873,-30.88027665791899,299.80112461604784,-48.4417691476208,field_35
152.96100310564933,46.68062716110201,150.50960820887326,59.35899273511228,field_36
194.5519105745944,43.84435428275831,139.70123730671034,31.215428442575163,field_37
202.301878821012,41.30791606339087,138.24051846347655,25.107617187681065,field_38
86.67165227804492,35.58459430304375,258.39250051072406,58.09853636809849,field_39
198.2109264512656,34.40145687397569,129.89472258033248,26.37390924693227,field_40
228.5888645845283,-32.70618070461918,77.88719886326807,-26.64674351501895,field_41
330.8857801327211,39.621283526080575,215.2186704361143,-18.346721450163194,field_42
10.31603771955036,-58.64487461606248,337.1726209918139,-34.57439834416675,field_43
345.85947988587304,37.67227656450482,226.5639999679714,-13.717330560162742,field_44
67.6419296033977,54.519936857176525,232.59275309898425,41.71766819613336,field_45
194.7412658199177,-60.51437834037805,41.82504118871665,-15.080263289770608,field_46
63.41862181549013,-42.024842729595306,333.0345458724944,1.7281831906516685,field_47
250.3888136243864,32.75672309922177,149.81452935662793,-12.032414677851822,field_48
290.3125987343996,-59.53304580923092,24.42130676571186,-56.44773967693274,field_49
195.2418680746555,30.746341078884328,125.16540165134592,27.745292114312623,field_50
307.95237666640094,43.673504821322574,196.6990246861067,-19.04848121156776,field_51
243.8340124483502,-30.59373903162542,84.06410672241941,-38.72033045325063,field_52
127.15071679734368,-42.04154001210885,16.208164662190143,20.72045968661362,field_53
264.24529473655065,66.01840558663612,178.00453364013703,7.716059112392074,field_54
109.17006505808808,-34.562959476541465,0.1643628303227323,26.948123798912807,field_55
37.80397967677831,-42.40597006767487,323.37853804800585,-14.577733270365709,field_56
229.784518618168,56.67694562570275,160.07401850243636,13.84345386414704,field_57
214.38635860708533,-47.83777708675928,58.68590011086495,-20.68069912662828,field_58
167.31568071947362,45.94883573058671,143.20233097588022,50.35112270446901,field_59
305.34595252586,68.0625560782337,193.7648580014279,5.207783620641403,field_60
212.7916767020084,41.4540453264212,140.99173262047577,17.66810424289204,field_61
296.56594178423103,-74.63518435661798,15.138832542717898,-42.38018311804949,field_62
166.7720444108245,-38.36279079977254,46.693322015973386,12.72848669327372,field_63
283.6564208748427,33.0419655867414,174.74840910292275,-27.103736956675228,field_64
186.81731075541973,-47.56782736311181,50.26306327697848,-4.142334017203826,field_65
337.0490189938649,46.88811510307755,215.7537742674807,-9.827377445123217,field_66
98.47773197424708,-46.09592249160236,355.6893838399023,13.489288866494716,field_67
323.64104771016065,76.93287856409101,197.6036511556927,14.830372585436468,field_68
280.7911941368823,39.66266113922635,174.86437743170626,-20.09435174082417,field_69
61.64266238806059,-78.95367843318976,2.457899487985864,-21.44561629655866,field_70
49.11413849039405,-81.73635869496441,4.130493426607134,-24.5571058295064,field_71
44.66185958361015,-37.11623900120984,320.90380532914764,-7.5202902683609265,field_72
199.01406500136443,52.45481273562136,150.0618628927368,29.47134790613485,field_73
332.6931079931157,63.80930996883712,205.5447781569236,3.90906054092123,field_74
42.68259855579038,66.57188849315324,219.3602430224772,28.575871779913243,field_75
321.9067216187938,-76.46958387951939,7.17612706230477,-39.80948171854921,field_76
285.00260766342154,30.617746929860427,175.08951513468668,-29.76730766370705,field_77
128.86727904540948,37.60948455468384,168.8433267097457,78.38852706856413,field_78
292.2750959584922,44.74799126505031,184.9455386728488,-17.467736893599298,field_79
91.31409223806376,-42.21186246601568,349.18329985510104,14.771996688978792,field_80
136.87651894794556,30.743327514231503,122.66830583494996,77.28254472041154,field_81
105.04481932930516,-36.788951621654,357.25153698737955,23.904790313980666,field_82
122.9365277609942,-33.854163716855595,12.863858415999731,29.01758494559367,field_83
61.48736740785815,32.913343162498165,260.67968264150875,37.22215844682325,field_84
289.9560164669784,31.03777015316509,179.95310900614734,-30.529856150691423,field_85
253.47580022849905,-40.35318761532003,71.68342007258806,-47.40186010149467,field_86
